"#","Product","Link","Brand","Sellers","Variations","Price","Category","Rank","Est. Sales","Est. Revenue","Reviews","Rating","FBA"
"370","Star Wars Darth Vader AT-AT Walker Disney+ T-Shirt","http://www.amazon.com//dp/B0845TB9QS","Visit the STAR WARS Store","1","229","$22.99","Clothing, Shoes &amp; Jewelry","70,059","18","$414","2,159 ","4.7","-"
"371","Joe Biden Happy Easter For Funny 4th Of July Shirt Men Women T-Shirt","http://www.amazon.com//dp/B0FF2XTVTK","Brand: Funny Joe Biden Fourth 4th Of July Tees","1","432","$16.99","Clothing, Shoes &amp; Jewelry","359,468","16","$272",,,"-"
"372","Game On 3rd Grade Back To School Video Gamer Third Grade T-Shirt","http://www.amazon.com//dp/B0D926NLSW","Brand: Game On 1st Day Of School Level Unlocked Kids Boys","1","257","$13.38","Clothing, Shoes &amp; Jewelry","416,455","16","$214",,,"-"
"373","4th Grade Level Unlocked Funny Gamer Boys Back To School T-Shirt","http://www.amazon.com//dp/B0DCZJ516J","Brand: Back To School Tees Funny Gamer Boys Kids Teachers","1","353","$13.38","Clothing, Shoes &amp; Jewelry","387,879","16","$214",,,"-"
"374","Fight Or Flight Meme Penguin With Knife T-Shirt","http://www.amazon.com//dp/B0FFMKC5J8","Brand: Fight Or Flight Meme Penguin With Knife t -shir t","1","1","$13.99","Clothing, Shoes &amp; Jewelry","414,327","16","$224",,,"-"
"375","NO WORDS Subtle Foxglove Daisy Tulip T-Shirt","http://www.amazon.com//dp/B0FDJRX27M","Brand: Funny Men Women Outfits 2025","1","294","$13.38","Clothing, Shoes &amp; Jewelry","458,747","16","$214",,,"-"
"376","I Didn't Grow Up Saying With Liberty &amp; Justice For All Every T-Shirt","http://www.amazon.com//dp/B0FDVGFQVS","Brand: I Didn't Grow Up Saying With Liberty &amp; Justice","1","167","$15.99","Clothing, Shoes &amp; Jewelry","322,541","16","$256",,,"-"
"377","PAW Patrol Mother's Day Mom Patrol Badge T-Shirt","http://www.amazon.com//dp/B0DKJT6MYQ","Visit the Paw Patrol Store","1","1","$25.97","Clothing, Shoes &amp; Jewelry","165,770","16","$416","11 ","4.6","-"
"378","Girl Will be Girls Patriotic Feminist 4th of July Womens T-Shirt","http://www.amazon.com//dp/B0FDTD5LC2","Brand: Retro Girl Will be Girls Feminist 4th of July Co.","1","1","$13.99","Clothing, Shoes &amp; Jewelry","339,061","16","$224",,,"-"
"379","Peanuts USA Wood House Snoopy T-Shirt T-Shirt","http://www.amazon.com//dp/B07D5V9JC1","Brand: Peanuts","1","199","$22.99","Clothing, Shoes &amp; Jewelry","78,361","18","$414","732 ","4.6","-"
"380","DC Comics Superman No.1 Comic Cover T-Shirt","http://www.amazon.com//dp/B08JXFJ4BQ","Brand: DC Comics","1","225","$22.99","Clothing, Shoes &amp; Jewelry","115,911","17","$391","6 ","5.0","-"
"381","DILF Damn I Love Freedom Funny Patriotic 4th Of July T-Shirt","http://www.amazon.com//dp/B0B4F3WS1L","Brand: DILF Damn I Love Freedom","1","1","$18.99","Clothing, Shoes &amp; Jewelry","185,157","16","$304","24 ","4.3","-"
"382","Superman Shield 1941 T-Shirt","http://www.amazon.com//dp/B0F96TGJ2F","Brand: DC Comics","1","115","$19.99","Clothing, Shoes &amp; Jewelry","96,525","17","$340",,"5.0","-"
"383","Harry Potter Everything that is Hermione Granger T-Shirt","http://www.amazon.com//dp/B09JDL478V","Brand: Harry Potter","1","1","$19.99","Clothing, Shoes &amp; Jewelry","123,023","17","$340","202 ","4.6","-"
"384","KIDZ BOP Merch – Friendship Bracelet T-Shirt","http://www.amazon.com//dp/B0D3SMT4BZ","Visit the KIDZ BOP Store","1","123","$20.00","Clothing, Shoes &amp; Jewelry","131,375","17","$340","16 ","4.4","-"
"385","Alpha In The Streets Kitten In Sheets Funny Werewolf Wolf T-Shirt","http://www.amazon.com//dp/B0FCLJ28NF","Brand: Wolf Meme Shirts Funny Cringe Humor Silly","1","271","$13.38","Clothing, Shoes &amp; Jewelry","315,183","16","$214",,,"-"
"386","DC Comics Superman Pretty Fly Retro T-Shirt","http://www.amazon.com//dp/B08NGGLP9Q","Brand: DC Comics","1","319","$22.99","Clothing, Shoes &amp; Jewelry","115,112","17","$391","137 ","4.6","-"
"387","Heemeyer Front And Back Printing T-Shirt","http://www.amazon.com//dp/B0DQ7STN3R","Brand: ByB","1","326","$24.99","Clothing, Shoes &amp; Jewelry","453,060","16","$400","2 ","4.0","-"
"388","Subtle Resistance Is Patriotic 4th Of July Women T-Shirt","http://www.amazon.com//dp/B0FC5W86L3","Brand: Subtle Funny Resistance Is Patriotic","1","432","$19.99","Clothing, Shoes &amp; Jewelry","132,314","17","$340",,,"-"
"389","Sonic The Hedgehog 5th Birthday Epic Sonic Big Chest Logo T-Shirt","http://www.amazon.com//dp/B0DYRF78FG","Visit the Sonic The Hedgehog Store","1","34","$22.99","Clothing, Shoes &amp; Jewelry","144,414","16","$368","16 ","4.1","-"
"390","Babette measure oatmeal T-Shirt","http://www.amazon.com//dp/B07P8CPNZZ","Brand: Babette Ate Oatmeal","1","639","$13.49","Clothing, Shoes &amp; Jewelry","197,165","16","$216","101 ","4.8","-"
"391","Disney Men's Winnie The Pooh Oh Bother Bear T-Shirt","http://www.amazon.com//dp/B09B1GDFQX","Visit the Disney Store","1","1","$19.92","Clothing, Shoes &amp; Jewelry","195,633","16","$319","70 ","4.4","-"
"392","Bigfoot Merica rock USA American Flag 4th of July 2 side T-Shirt","http://www.amazon.com//dp/B0FCF8F8C9","Brand: 4th of July Patriotic Independence Day tees","1","253","$22.99","Clothing, Shoes &amp; Jewelry","210,108","16","$368","2 ","5.0","-"
"393","Disney Lilo &amp; Stitch Birthday Girl Retro Floral Logo T-Shirt","http://www.amazon.com//dp/B0B5K18FNC","Visit the Disney Store","1","296","$22.99","Clothing, Shoes &amp; Jewelry","35,078","24","$552","829 ","4.7","-"
"394","Disney Mickey Mouse Thumbs Up Best Papa Ever Father’s Day T-Shirt","http://www.amazon.com//dp/B0CS4VLNR8","Visit the Disney Store","1","584","$22.99","Clothing, Shoes &amp; Jewelry","110,717","17","$391","94 ","4.8","-"
"395","Disney Winnie the Pooh and Friends Dad Father’s Day Birthday T-Shirt","http://www.amazon.com//dp/B0D7NY62YS","Visit the Disney Store","1","478","$22.99","Clothing, Shoes &amp; Jewelry","114,173","17","$391","22 ","4.9","-"
"396","Funny Bird Playing Volleyball T-Shirt","http://www.amazon.com//dp/B0FCYMWT3D","Brand: Trendy Volleyball Sport Ball &amp; Outfits","1","1","$17.98","Clothing, Shoes &amp; Jewelry","360,728","16","$288",,,"-"
"397","Coors Classic Miller High Life Vintage Beer Logo T-Shirt","http://www.amazon.com//dp/B0BQZFRZBS","Brand: Coors","1","158","$22.99","Clothing, Shoes &amp; Jewelry","54,135","-","-","107 ","4.6","-"
"398","KIDZ BOP Gradient T-Shirt","http://www.amazon.com//dp/B0CD2ZW4SW","Visit the KIDZ BOP Store","1","250","$19.99","Clothing, Shoes &amp; Jewelry","191,888","-","-","8 ","4.0","-"
"399","Pokémon - Mewtwo Grunge Oversized T-Shirt","http://www.amazon.com//dp/B0F2W2M1C6","Visit the Pokemon Store","1","174","$22.99","Clothing, Shoes &amp; Jewelry","158,618","-","-","2 ","5.0","-"
"400","Disney Moana Letters Maui Father’s Day Birthday Best Dad T-Shirt","http://www.amazon.com//dp/B0D9WYHR1W","Visit the Disney Store","1","556","$22.99","Clothing, Shoes &amp; Jewelry","73,741","-","-","39 ","4.6","-"
"401","Camp Walden Summer camp trip matching T-Shirt","http://www.amazon.com//dp/B0FC69ZXWQ","Brand: camp trip matching","1","139","$17.99","Clothing, Shoes &amp; Jewelry","552,416","16","$288",,,"-"
"403","Disney Moana Letters Maui Father’s Day Birthday Best Dad T-Shirt","http://www.amazon.com//dp/B0D9WYHR1W","Visit the Disney Store","1","556","$22.99","Clothing, Shoes &amp; Jewelry","73,741","-","-","39 ","4.6","-"
"404","Camp Walden Summer camp trip matching T-Shirt","http://www.amazon.com//dp/B0FC69ZXWQ","Brand: camp trip matching","1","139","$17.99","Clothing, Shoes &amp; Jewelry","552,416","16","$288",,,"-"
"405","SEGA Boys' Little Sonic The Hedgehog Big Face Short Sleeve Tshirt","http://www.amazon.com//dp/B07F4CPBDH","Visit the SEGA Store","1","1","$23.00","Clothing, Shoes &amp; Jewelry","180,767","16","$368","959 ","4.6","-"
"407","Ghost – Official Skeletour 2025 Tampa Exclusive T-Shirt","http://www.amazon.com//dp/B0F5ZJV9W6","Visit the Ghost Store","1","34","$35.00","Clothing, Shoes &amp; Jewelry","210,110","16","$560","3 ","5.0","-"
"408","Liquid Blue Men's Grateful Dead-Montego Bay T-Shirt","http://www.amazon.com//dp/B00SJWN5KI","Visit the Liquid Blue Store","1","1","$22.34","Clothing, Shoes &amp; Jewelry","143,818","16","$357","232 ","4.8","-"
"409","'Twas the 'Tism M'Lord Wizard Frog Autism T-Shirt","http://www.amazon.com//dp/B0FF3P5S3C","Brand: 'Twas the 'Tism M'Lord Frog Autism t -shir t","1","697","$13.99","Clothing, Shoes &amp; Jewelry","387,283","16","$224",,,"-"
"410","Disney - Mickey's Riding Club T-Shirt","http://www.amazon.com//dp/B0BVYGYC3J","Visit the Disney Store","1","268","$22.99","Clothing, Shoes &amp; Jewelry","503,205","16","$368",,,"-"
"411","Super Mario Periodic Table Of Characters Graphic T-Shirt","http://www.amazon.com//dp/B07M5HQNBK","Brand: Super Mario","1","272","$23.50","Clothing, Shoes &amp; Jewelry","59,770","-","-","1,936 ","4.7","-"
"412","Ring There Is Motion at Your Front Door T-Shirt","http://www.amazon.com//dp/B0DJJNTZWD","Brand: Ring There Is Motion at Your Front Door Cat tee","1","637","$16.99","Clothing, Shoes &amp; Jewelry","457,479","-","-",,,"-"
"413","Disney Mickey Mouse Best Dad Ever Thumbs Up Father’s Day T-Shirt","http://www.amazon.com//dp/B0BXQP2Q5B","Visit the Disney Store","1","566","$22.99","Clothing, Shoes &amp; Jewelry","131,406","-","-","141 ","4.7","-"
"414","Star Wars Battlefront II Video Game T-Shirt","http://www.amazon.com//dp/B082BWK1X4","Visit the STAR WARS Store","1","87","$22.99","Clothing, Shoes &amp; Jewelry","312,740","16","$368","30 ","4.6","-"
"415","Disney Stitch Cowboy Costume Western Vintage Look T-Shirt","http://www.amazon.com//dp/B0F3FDR98P","Visit the Disney Store","1","614","$22.99","Clothing, Shoes &amp; Jewelry","310,456","16","$368",,,"-"
"416","Grandma the Birthday Girl Party Pink Doll Family Decorations T-Shirt","http://www.amazon.com//dp/B0FDKLMV6V","Brand: Birthday Girl Party Pink Doll Family Decorations","1","608","$17.99","Clothing, Shoes &amp; Jewelry","415,436","16","$288",,,"-"
"417","I am Afraid Of Women - Funny T-Shirt","http://www.amazon.com//dp/B0D1NFP1PY","Brand: Funny I am Afraid Of Women Sarcastic shirt","1","176","$14.99","Clothing, Shoes &amp; Jewelry","384,940","16","$240","2 ","5.0","-"
"418","Funny saying Vintage Yeet Apparel T-Shirt","http://www.amazon.com//dp/B0F67FCYYZ","Brand: Vintage Yeet Apparel Funny saying Men Women Kids","1","697","$15.99","Clothing, Shoes &amp; Jewelry","263,079","16","$256",,,"-"
"419","Sesame Street Black Classic Fit 2nd Birthday T-Shirt - Crew Neck, Short Sleeve, Cotton &amp; Polyester","http://www.amazon.com//dp/B09MFLTXY6","Visit the Sesame Street Store","1","192","$22.97","Clothing, Shoes &amp; Jewelry","124,835","17","$390","158 ","4.7","-"
"420","Disney Moana Maui Confident Pose You're Welcome Retro Logo T-Shirt","http://www.amazon.com//dp/B0CTSC28L6","Visit the Disney Store","1","264","$22.99","Clothing, Shoes &amp; Jewelry","124,831","-","-","40 ","4.4","-"
"421","Official Morgan Wallen Guitar Photo T-Shirt","http://www.amazon.com//dp/B0CFGF3LJB","Visit the Morgan Wallen Store","1","247","$24.99","Clothing, Shoes &amp; Jewelry","36,844","-","-","249 ","4.7","-"
"422","Jelly Roll - Beautifully Broken T-Shirt","http://www.amazon.com//dp/B0DFZ35967","Visit the Jelly Roll Store","1","38","$25.00","Clothing, Shoes &amp; Jewelry","68,195","18","$450","195 ","4.7","-"
"423","Marvel Men's Amazing Spider-Man T-Shirt","http://www.amazon.com//dp/B009I4X51A","Visit the Marvel Store","1","1","$24.00","Clothing, Shoes &amp; Jewelry","141,172","16","$384","1,847 ","4.7","-"
"424","This Girl Glows Colorful Groovy For Kids Girls Women T-Shirt","http://www.amazon.com//dp/B0DWXP6Y3S","Brand: This Girl Glows Colorful Groovy","1","614","$17.88","Clothing, Shoes &amp; Jewelry","284,961","16","$286",,"4.0","-"
"425","Cute Liberal Trump Stop Pretending Your Racism Is Patriotism T-Shirt","http://www.amazon.com//dp/B0FCXT5G73","Brand: Stop Pretending Your Racism Is Patriotism Trump","1","1","$19.98","Clothing, Shoes &amp; Jewelry","544,727","-","-",,,"-"
"426","Star Wars 20th Anniversary Episode III Epic Big Chest Poster T-Shirt","http://www.amazon.com//dp/B0F3L9YVBF","Visit the STAR WARS Store","1","34","$22.99","Clothing, Shoes &amp; Jewelry","158,193","16","$368","39 ","4.3","-"
"427","Disney Winnie the Pooh and Friends Mom Mother’s Day Birthday T-Shirt","http://www.amazon.com//dp/B0D7NKQZGJ","Visit the Disney Store","1","313","$22.99","Clothing, Shoes &amp; Jewelry","92,666","-","-","20 ","4.7","-"
"428","Boone Personalized Name I Love Boone Vintage T-Shirt","http://www.amazon.com//dp/B0FC6B3MFD","Brand: Boone Family Name Vintage Men Women","1","396","$18.99","Clothing, Shoes &amp; Jewelry","344,748","-","-",,,"-"
"429","Venum Classic T-Shirt","http://www.amazon.com//dp/B07DGKPRGR","Visit the Venum Store","1","1","$24.99","Clothing, Shoes &amp; Jewelry","134,781","-","-","57 ","4.6","-"
"430","Legally Blonde 2 4th Of July Makes Me Wanna Hot Dog Real Bad T-Shirt","http://www.amazon.com//dp/B0D8K1ZVP8","Brand: LEGALLY BLONDE","1","178","$22.99","Clothing, Shoes &amp; Jewelry","333,148","-","-",,"5.0","-"
"431","Girl Will Be Girls Shirts Medusa Feminist Women T-Shirt","http://www.amazon.com//dp/B0F7Y9VJG6","Brand: Girl Will Be Girls Medusa Outfits","1","432","$17.99","Clothing, Shoes &amp; Jewelry","122,565","-","-","8 ","4.7","-"
"432","Life is Good Men's Crusher Tee, Short Sleeve Cotton Graphic T-Shirts, LIG Mountains","http://www.amazon.com//dp/B07VVDF443","Visit the Life is Good Store","1","1","$29.50","Clothing, Shoes &amp; Jewelry","111,941","-","-","456 ","4.7","-"
"433","Hello Kitty Sakura Spring T-Shirt","http://www.amazon.com//dp/B085Z7N35G","Visit the Hello Kitty Store","1","522","$19.99","Clothing, Shoes &amp; Jewelry","79,809","-","-","740 ","4.7","-"
"434","Lucasfilm Indiana Jones Raiders of the Lost Ark Poster Art T-Shirt","http://www.amazon.com//dp/B0C62G6WJM","Visit the Disney Store","1","609","$22.99","Clothing, Shoes &amp; Jewelry","149,225","-","-","92 ","4.6","-"
"435","DC Comics Men's Superman Logo T-Shirt","http://www.amazon.com//dp/B081QYT9G3","Brand: DC Comics","1","1","$29.99","Clothing, Shoes &amp; Jewelry","126,649","-","-","453 ","4.4","-"
"436","Peanuts - Snoopy And Woodstock July 4th Fireworks T-Shirt","http://www.amazon.com//dp/B0C2WB3GJ2","Brand: Peanuts","1","167","$22.99","Clothing, Shoes &amp; Jewelry","137,397","-","-","11 ","4.2","-"
"437","MTV Retro Shape Design Logo Graphic T-Shirt T-Shirt","http://www.amazon.com//dp/B07JB4R3P9","Visit the MTV Store","1","1","$23.50","Clothing, Shoes &amp; Jewelry","59,358","-","-","4,242 ","4.5","-"
"438","Pokemon Unisex Adult Pikachu Pokeball Pattern T-Shirt, Black, Small","http://www.amazon.com//dp/B0CB1T3K4W","Visit the Pokemon Store","1","31","$22.99","Clothing, Shoes &amp; Jewelry","123,256","-","-","59 ","4.9","-"
"439","Disney Lilo &amp; Stitch 4th Of July Rocket Stitch T-Shirt","http://www.amazon.com//dp/B0DPJFPDRG","Visit the Disney Store","1","34","$22.99","Clothing, Shoes &amp; Jewelry","274,934","-","-",,,"-"
"440","Don't Scare Me I Fart Easily Funny Sarcastic Joke T-Shirt","http://www.amazon.com//dp/B0DH42L58F","Brand: Funny Don't Scare Me I Fart Easily","1","391","$16.97","Clothing, Shoes &amp; Jewelry","348,293","-","-",,"4.0","-"
"441","Fih Calling Remind me Message Decline Accept Phone Call Fish T-Shirt","http://www.amazon.com//dp/B0FDQMWTG6","Brand: Fih Calling Remind me Message Decline Tee","1","228","$15.99","Clothing, Shoes &amp; Jewelry","312,508","-","-",,,"-"
"442","Disney Lilo &amp; Stitch â€œSisâ€œ Sister Birthday Gift Family Trip T-Shirt","http://www.amazon.com//dp/B0F5BTG9TF","Visit the Disney Store","1","506","$22.99","Clothing, Shoes &amp; Jewelry","317,258","16","$368",,,"-"
"443","Funny Hot Dog Democracy's Collapsing 4th July Protest Trump T-Shirt","http://www.amazon.com//dp/B0FBYMYR56","Brand: Funny Men Women Outfits 2025","1","294","$17.89","Clothing, Shoes &amp; Jewelry","252,514","-","-",,,"-"
"444","Stars Stripes And Equal Rights 4th Of July Women's Rights T-Shirt","http://www.amazon.com//dp/B0B57MHCVC","Brand: Retro Fourth Of July Feminst Feminism Activist NS","1","284","$17.99","Clothing, Shoes &amp; Jewelry","84,226","-","-","20 ","4.1","-"
"445","Nintendo Boy's Lil Bro T-Shirt","http://www.amazon.com//dp/B06WVSL6J6","Brand: Nintendo","1","1","$23.00","Clothing, Shoes &amp; Jewelry","235,275","16","$368","457 ","4.4","-"
"446","Funny Goose Fourth Of July Firequacker Independence Day T-Shirt","http://www.amazon.com//dp/B0D7M9K1S8","Brand: Goose Fourth Of July Firequacker 4th Of July Tee","1","303","$15.98","Clothing, Shoes &amp; Jewelry","296,217","16","$256","2 ","5.0","-"
"447","Coors Miller Lite Patriotic American Flag Can T-Shirt","http://www.amazon.com//dp/B0BQZHP8RC","Brand: Coors","1","1","$22.99","Clothing, Shoes &amp; Jewelry","80,262","18","$414","35 ","4.4","-"
"448","Hello Kitty â€œIt's My Birthdayâ€œ Tee Shirt T-Shirt","http://www.amazon.com//dp/B07D59GQ31","Visit the Hello Kitty Store","1","1","$19.99","Our Brands","2,811","-","-","1,079 ","4.6","-"
"449","Life is Good Women's Crusher Tee, Short Sleeve Cotton Graphic T-Shirts, Superpower Daisy","http://www.amazon.com//dp/B07YX5YSDT","Visit the Life is Good Store","1","1","$29.50","Clothing, Shoes &amp; Jewelry","136,566","16","$472","11 ","4.5","-"
"450","Funny Trump Shirt ( 2 side ) â€œMake The Gulf Greatâ€œ Gulf 2025 T-Shirt","http://www.amazon.com//dp/B0FD5W6FYF","Brand: Trump Make The Gulf Great Again Funny Gulf 2025","1","379","$21.99","Clothing, Shoes &amp; Jewelry","145,739","16","$352",,,"-"
"451","Liquid Blue Men's Grateful Dead-Moto Sam T-Shirt","http://www.amazon.com//dp/B00BT0GXI8","Visit the Liquid Blue Store","1","1","$34.00","Clothing, Shoes &amp; Jewelry","177,903","16","$544","348 ","4.7","-"
"432",,,,"1","209","$21.63","Clothing, Shoes &amp; Jewelry","170,225","21","$561","500","3.7",
